win,baronFirst,baronKills,championFirst,championKills,dragonFirst,hordeFirst,inhibitorFirst,riftHeraldFirst,riftHeraldKills,towerFirst,towerKills,inhibitorKills_0,inhibitorKills_1,inhibitorKills_2,inhibitorKills_3,inhibitorKills_4,inhibitorKills_5,inhibitorKills_7,dragonKills_0,dragonKills_1,dragonKills_2,dragonKills_3,dragonKills_4,dragonKills_5,hordeKills_0,hordeKills_1,hordeKills_2,hordeKills_3,hordeKills_4,hordeKills_5,hordeKills_6,inhibitorKills_6,dragonKills_6
True,True,1,False,24,False,False,True,True,1,True,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
True,True,1,True,26,True,True,True,True,1,True,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,False,0,True,73,False,False,False,False,0,False,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,True,1,True,22,True,False,False,True,1,True,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,
True,False,0,True,30,False,False,False,True,1,False,6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,True,1,True,33,True,False,True,True,1,True,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
True,True,1,True,53,True,True,True,False,0,True,10,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,
False,False,0,True,26,True,True,False,True,1,True,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,17,False,False,False,False,0,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,True,2,True,38,False,True,True,True,1,False,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,True,1,False,22,False,True,True,True,1,False,10,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
True,True,1,True,32,True,False,True,True,1,False,9,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
False,False,0,False,18,False,False,False,False,0,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
True,True,2,True,46,False,False,True,False,0,True,11,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,
False,False,0,False,27,True,True,False,True,1,False,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,
False,False,0,True,39,False,False,False,False,0,True,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,29,True,False,True,True,1,False,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,49,False,False,False,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,63,False,False,True,False,0,True,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,46,False,False,True,False,0,False,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,True,2,False,29,False,False,True,False,0,True,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,
False,False,0,False,13,False,True,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,8,True,True,False,False,0,False,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,False,0,True,39,False,True,False,True,1,True,8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,
True,False,0,True,21,True,True,False,False,0,True,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,True,1,False,24,False,False,False,False,0,False,7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
False,False,0,False,14,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,8,False,False,False,False,0,False,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,True,1,False,25,True,False,True,False,0,True,11,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,
True,False,1,False,22,True,False,True,True,1,True,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,
True,False,0,True,52,False,False,True,False,0,True,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,41,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,73,False,False,True,False,0,True,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,60,False,False,True,False,0,False,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,50,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,61,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,True,1,True,30,False,True,False,True,1,True,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,
True,False,0,True,21,False,True,False,False,0,True,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,True,1,False,27,True,False,True,True,1,True,6,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,,
True,True,1,True,29,True,True,True,True,1,True,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
False,False,0,False,64,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,103,False,False,True,False,0,True,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,52,False,True,True,True,1,True,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,True,1,False,30,True,False,True,True,1,True,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,True,2,False,31,False,False,False,False,0,False,9,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
False,False,0,True,12,False,True,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
True,False,0,True,26,False,False,False,True,1,False,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,
False,False,0,False,3,False,True,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,16,False,True,False,False,0,False,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,
True,False,0,True,38,True,True,True,True,1,True,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,38,False,True,False,False,0,True,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,False,0,True,80,False,False,True,False,0,True,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,True,1,True,23,True,True,False,False,0,False,7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,
False,False,0,True,13,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,20,True,True,False,False,0,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
False,False,0,True,25,False,True,False,True,1,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,
True,False,0,True,24,True,True,False,True,1,True,8,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,21,True,False,False,False,0,False,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,
False,True,2,True,33,True,True,True,True,1,True,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
True,False,0,True,24,False,True,False,False,0,True,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,
False,False,0,True,39,True,True,True,False,0,True,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,False,0,True,26,True,True,False,False,0,True,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,True,2,True,55,False,False,False,False,0,False,8,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
True,False,1,True,46,True,True,True,False,0,False,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,False,1,True,55,True,False,True,True,1,True,11,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,22,False,False,False,False,0,True,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,
False,False,0,True,35,False,True,False,True,1,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,25,False,True,False,True,1,False,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
False,False,0,False,17,False,True,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
True,True,1,True,37,True,True,True,True,1,True,10,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,19,False,False,False,False,0,True,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
True,True,2,False,45,False,False,True,False,0,False,10,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
True,True,1,False,33,True,False,True,False,0,False,9,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
True,False,1,False,41,True,True,True,False,0,True,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
True,True,1,True,30,True,True,False,False,0,True,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,
True,True,1,True,35,False,True,True,True,1,True,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,False,0,False,64,False,False,True,False,0,True,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,45,True,False,True,True,1,False,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
False,False,0,True,13,False,True,False,True,1,True,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,
False,False,0,False,19,False,False,False,False,0,True,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
False,False,0,False,5,True,False,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,19,False,True,False,True,1,True,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
False,False,0,False,20,False,False,False,True,1,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,57,False,False,True,False,0,False,4,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,76,False,False,True,False,0,True,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,48,False,False,False,False,0,True,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,25,False,True,False,False,0,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,
True,True,2,False,38,True,False,True,False,0,False,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,,
True,False,2,True,54,True,True,False,True,1,True,11,False,False,False,True,False,False,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
True,True,1,True,50,True,True,True,True,1,True,9,False,True,False,False,False,False,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
True,True,2,True,50,True,False,True,False,0,False,9,False,False,True,False,False,False,,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
False,False,0,True,42,False,True,False,False,0,True,6,True,False,False,False,False,False,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
True,True,1,True,46,True,False,True,False,0,False,11,False,False,False,True,False,False,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
False,False,0,False,28,True,False,False,False,0,True,3,True,False,False,False,False,False,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
False,False,0,False,25,True,True,False,True,1,False,2,True,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
True,False,0,False,30,False,True,True,True,1,True,8,False,True,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,0,False,24,False,False,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,0,True,34,True,False,True,False,0,False,11,False,False,False,True,False,False,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
True,True,1,False,33,True,False,True,False,0,False,11,False,False,False,True,False,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
False,False,0,False,25,True,False,False,False,0,False,2,True,False,False,False,False,False,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
False,False,0,False,19,True,False,False,False,0,False,0,True,False,False,False,False,False,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
False,False,0,True,29,False,False,False,True,1,False,7,True,False,False,False,False,False,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
False,False,0,False,11,False,True,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,1,False,35,False,True,True,False,0,False,10,False,False,False,True,False,False,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
False,True,1,False,26,False,True,False,True,1,True,5,True,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,0,True,23,False,True,False,False,0,False,1,True,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
True,True,1,True,31,True,True,True,True,1,True,8,False,True,False,False,False,False,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
True,True,2,True,45,False,True,True,False,0,False,11,False,False,False,False,False,True,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
True,True,1,True,34,True,False,False,False,0,True,8,False,True,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,0,False,49,False,True,True,False,0,True,10,False,False,False,True,False,False,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
False,False,0,False,29,False,True,False,False,0,True,7,False,False,True,False,False,False,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,False,0,True,20,True,False,False,False,0,False,0,True,False,False,False,False,False,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,1,True,46,False,True,True,True,1,True,10,False,False,False,True,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,0,False,38,False,False,False,True,1,True,8,True,False,False,False,False,False,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
True,True,1,True,39,False,True,True,False,0,False,8,False,True,False,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
True,True,2,False,51,False,False,False,True,1,False,11,False,False,False,False,False,False,,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
True,False,0,True,24,True,True,False,False,0,True,5,True,False,False,False,False,False,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
False,False,0,False,32,True,True,False,False,0,False,5,True,False,False,False,False,False,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,0,False,10,False,True,False,False,0,False,1,True,False,False,False,False,False,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,1,True,44,True,True,True,True,1,True,11,False,False,False,True,False,False,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
False,False,0,False,0,False,False,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,0,True,32,True,False,False,False,0,False,4,True,False,False,False,False,False,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
False,True,2,False,23,False,False,False,False,0,False,5,True,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,2,True,44,False,True,True,True,1,False,10,False,False,True,False,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
False,False,0,False,31,False,True,False,False,0,False,5,True,False,False,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
True,False,0,True,13,True,True,False,False,0,True,2,True,False,False,False,False,False,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,2,True,32,False,False,True,False,0,False,11,False,False,False,False,True,False,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
True,False,0,True,18,True,True,True,True,1,True,11,False,False,False,True,False,False,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,False,0,True,33,True,False,True,True,1,True,11,False,False,False,True,False,False,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
False,False,0,False,18,False,False,False,True,1,False,3,True,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,1,True,54,False,False,True,True,1,True,10,False,False,True,False,False,False,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,1,False,47,False,False,True,True,1,True,8,False,True,False,False,False,False,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
True,True,1,True,46,True,False,True,True,1,True,11,False,False,False,False,True,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
False,False,0,False,19,False,False,False,True,1,False,3,True,False,False,False,False,False,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,2,True,54,True,True,True,True,1,True,9,False,False,False,True,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
False,False,0,True,29,True,True,False,True,1,True,7,True,False,False,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
True,True,1,False,29,True,True,False,True,1,False,8,False,True,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
True,False,0,False,0,False,False,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,0,False,41,True,False,False,False,0,False,2,True,False,False,False,False,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
False,False,0,False,20,False,False,False,False,0,False,4,True,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,0,False,22,True,True,False,False,0,False,3,True,False,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
True,True,1,False,37,False,False,True,False,0,True,9,False,True,False,False,False,False,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
False,False,0,False,21,False,False,False,True,1,False,2,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,1,True,38,False,True,True,True,1,True,10,False,True,False,False,False,False,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
False,False,0,False,22,False,True,False,False,0,False,2,True,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
False,True,1,False,29,True,True,False,True,1,False,2,True,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
False,False,0,False,19,False,False,False,True,1,False,3,True,False,False,False,False,False,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
True,False,0,True,61,False,True,False,True,1,False,9,False,True,False,False,False,False,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
True,False,0,False,0,False,False,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,2,False,56,False,True,False,False,0,False,9,False,True,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
True,True,1,True,37,True,False,True,True,1,True,11,False,False,True,False,False,False,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
True,False,0,False,42,False,True,True,True,1,True,11,False,False,True,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
True,True,1,True,38,False,True,True,False,0,True,9,False,True,False,False,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
False,False,0,True,34,True,False,False,True,1,True,3,True,False,False,False,False,False,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
True,True,1,False,34,False,False,True,True,1,True,11,False,False,False,True,False,False,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,False,0,True,47,True,False,False,False,0,False,4,True,False,False,False,False,False,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
False,False,0,False,16,False,True,False,False,0,False,2,True,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,0,True,30,True,False,False,False,0,False,3,True,False,False,False,False,False,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
False,False,0,True,18,False,True,False,False,0,False,3,True,False,False,False,False,False,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,1,True,40,False,True,True,True,1,True,11,False,False,False,True,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
False,False,0,False,7,True,False,False,False,0,False,0,True,False,False,False,False,False,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,False,0,True,16,False,False,False,True,1,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,True,1,False,37,True,False,False,False,0,True,3,True,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
True,False,0,False,44,True,True,True,True,1,True,8,False,False,True,False,False,False,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
False,True,1,True,42,True,True,False,False,0,True,3,True,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
True,False,0,True,24,True,False,True,True,1,True,8,False,True,False,False,False,False,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
True,True,1,True,44,True,False,True,False,0,True,11,False,False,False,True,False,False,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
True,True,1,True,26,False,False,True,True,1,True,8,False,False,True,False,False,False,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,0,True,21,False,True,False,False,0,False,5,True,False,False,False,False,False,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,False,0,False,40,True,False,False,True,1,False,9,False,True,False,False,False,False,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
False,False,0,True,16,True,False,False,False,0,False,1,True,False,False,False,False,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,0,True,17,False,True,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,False,0,False,39,False,False,False,False,0,False,6,False,True,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
True,True,1,True,51,True,False,True,True,1,True,8,False,False,True,False,False,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
False,False,0,False,34,False,False,False,False,0,False,5,True,False,False,False,False,False,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
False,True,1,False,32,False,False,False,False,0,False,7,True,False,False,False,False,False,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
False,False,0,False,27,True,True,False,False,0,False,1,True,False,False,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
False,True,2,True,50,True,True,True,True,1,False,8,False,False,False,True,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
True,False,0,False,0,False,False,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,0,True,20,False,True,False,True,1,False,5,True,False,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
True,True,2,True,32,False,False,True,False,0,True,7,False,True,False,False,False,False,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
True,True,1,False,40,False,True,True,False,0,False,8,False,True,False,False,False,False,,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
True,True,2,True,40,False,True,True,False,0,False,10,False,False,True,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
True,False,0,True,31,False,True,True,False,0,True,9,False,True,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,0,True,15,False,False,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,1,False,28,True,False,True,True,1,True,11,False,False,False,True,False,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
True,True,1,True,46,False,True,True,True,1,False,11,False,False,False,True,False,False,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
True,False,0,True,43,False,True,True,True,1,True,9,False,True,False,False,False,False,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
False,True,1,False,31,True,False,False,False,0,False,1,True,False,False,False,False,False,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,False,0,False,2,False,False,False,False,0,False,0,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,1,True,35,False,True,True,False,0,True,10,False,False,False,True,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
True,True,1,True,31,True,True,True,False,0,True,11,False,False,False,True,False,False,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
False,False,0,True,27,False,True,False,False,0,True,3,True,False,False,False,False,False,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,False,0,True,23,True,False,False,False,0,True,4,True,False,False,False,False,False,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
False,False,0,False,43,True,False,False,False,0,False,1,True,False,False,False,False,False,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,False,0,True,16,False,False,False,True,1,True,2,True,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
True,False,1,True,37,True,True,True,True,1,True,10,False,True,False,False,False,False,,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
True,True,1,True,30,False,True,True,False,0,True,11,False,False,False,True,False,False,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
False,False,0,False,24,False,False,False,True,1,False,3,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,1,True,39,False,False,False,False,0,False,7,False,True,False,False,False,False,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
True,True,1,True,37,False,True,True,True,1,True,10,False,False,False,True,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
True,False,0,True,19,True,False,False,True,1,True,6,True,False,False,False,False,False,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
True,False,2,False,45,True,True,True,True,1,False,10,False,False,False,False,True,False,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
True,True,3,False,48,False,True,False,False,0,False,10,False,False,False,False,True,False,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
False,False,0,False,23,True,False,True,False,0,True,7,False,False,True,False,False,False,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
False,False,0,True,30,False,False,False,False,0,True,5,True,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
